appid,name,developer,publisher,owners,price,initialprice,discount,ccu,primary_genre
2729600,Rainbow Cotton,KRITZELKRATZ 3000,ININ,0,19.99,1999,0,0,Action
826170,Laser Ball,ZaxtorGameS,ZaxtorGameS,0,2.99,299,0,0,Action
1201220,Afterbern Democralypse,Left Turn Workshop LLC,Left Turn Workshop LLC,0,0.0,0,0,0,Action
1296650,The Chronicles of Confucius's Journey,e-FunSoft Games,HH-Games,0,6.99,699,0,0,Action
1754380,Magic Time,Phoenixxx Games,Phoenixxx Games ,0,9.99,999,0,0,Action
2387010,Infested Lands,Max Pedro,Max Pedro,0,1.99,999,80,0,Action
574500,Gearend,SolarLune Games,SolarLune Games,0,4.99,499,0,0,Action
761920,Zenodeath,Team Grybanser Fox,Team Grybanser Fox,0,9.99,999,0,0,Action
1312070,Pink Island,MACKINN7,MACKINN7,0,2.99,299,0,0,Action
1687040,Toadomination,HugePixel,HugePixel,0,7.99,799,0,0,Action
2470710,Joyride : Lowpoly World,Joyride,Joyride,0,3.99,399,0,0,Action
867510,PHOTON CUBE,SMILEAXE,SMILEAXE,0,6.99,699,0,0,Action
517280,ZEscape,Madhouse Software,Madhouse Software,0,13.99,1399,0,0,Action
1038680,凯旋岛,清风,清风,0,0.0,0,0,0,Action
1341710,Nightmare Zone,WE2 Games,WE2 Games,0,0.0,0,0,0,Action
1378200,Rooftop Renegade,Melonhead Games Pty Ltd,Melonhead Games Pty Ltd,0,17.99,1799,0,0,Action
1908900,RogueClick,Chrysolite Software,Chrysolite Software,0,1.99,199,0,0,Action
788890,Tomato Jones - Episode 3,HA Studio Ltd.,SA Industry,0,0.49,499,90,0,Action
905070,CONTINGENCY,Matthew Prater,Matthew Prater,0,0.0,0,0,0,Action
944300,Byte Driver,Vector Hat,Thalamus Digital,0,7.99,799,0,0,Action
1603960,Mini Madness,D6 TEAM,Drageus Games S.A.,0,1.99,999,80,0,Action
1959780,七月-July,龙猫饭,龙猫饭,0,1.99,199,0,0,Action
2051750,Project Romboid,Pablo Lario Gómez,Pablo Lario Gómez,0,1.99,199,0,0,Action
2072970,"Death, Soul & Robots",Big Way Games,Big Way Games,0,4.99,499,0,0,Action
2862040,One Chance,Gamesforgames,Gamesforgames,0,19.99,1999,0,0,Action
403840,Stacks TNT,Funcraft Games,Funcraft Games,0,0.0,0,0,0,Action
775270,They have HORNS,Paul Piepenhagen,Paul Piepenhagen,0,0.0,0,0,0,Action
991750,Super Grower,NanningsGames,NanningsGames,0,1.19,199,40,0,Action
1008320,Epic Adventures: La Jangada,Urchin Games,HH-Games,0,6.99,699,0,0,Action
1232430,Counter Fight 4,"Tricol Co., Ltd.","Tricol Co., Ltd.",0,0.0,0,0,0,Action
1417590,The Legends of Tynedale,Ed Den Gaming,Ed Den Gaming,0,2.99,999,70,0,Action
1944700,GunQuest,Restless Gamedev,Restless Gamedev,0,4.99,499,0,0,Action
2931040,Poor Thief,Rawi Studio,Rawi Studio,0,199.99,19999,0,0,Action
897900,Typing Hero,Risen Realms,Risen Realms,0,14.99,1499,0,0,Action
2053080,Opaloid Kingdom,JohnPeppermint,JohnPeppermint,0,4.99,499,0,0,Action
2546940,BOINKGAME,GirambQuamb,GirambQuamb,0,0.99,99,0,0,Action
1743390,YetiFree,Obliterated Entertainment,Obliterated Entertainment,0,4.99,499,0,0,Action
570820,Dusty Raging Fist,PD Design Studio,PD Design Studio,0,14.99,1499,0,0,Action
2073970,Brave Heroes,Yenna,Yenna,0,4.99,499,0,0,Action
691590,KryptCrawler,CrazyBunch,CrazyBunch,0,1.59,799,80,0,Action
2543560,Technocide,Dextrous Games,Dextrous Games,0,11.99,1199,0,0,Action
2626050,Sausage vs. Vegetable,"Big Pond Studio Ltd., AOTINA Technology Innovations Ltd.",Big Pond Studio Ltd.,0,5.99,599,0,2,Action
2839040,1080p,RollCreators,RollCreators,0,2.99,299,0,0,Action
509070,Super VR Trainer,"Jorge Moreno Aguilera, David Erosa",David Erosa García,0,4.99,499,0,0,Action
976340,You Can(Not) Survive,DAX Entertainment,DAX Entertainment,0,4.99,499,0,0,Action
1292220,Apoc Runner,Omnitron Studios,Omnitron Studios,0,0.0,0,0,0,Action
1614960,Miko Adventures Puffball,Coriander Games,Coriander Games,0,9.99,999,0,0,Action
2597300,Guilty Loving Boxing,痛風舎 (tsufusha),痛風舎 (tsufusha),0,19.99,1999,0,0,Action
335560,Light Bound,Garden Knight Games,Garden Knight Games,0,9.99,999,0,0,Action
575810,４人打ちアクション麻雀 / ACTION MAHJONG,Mindware,Mindware,0,9.99,999,0,0,Action
758120,RC Fun City,Lotte|EoD,Agger Interactive,0,4.99,499,0,0,Action
870120,The Bad Gravedigger,Inanis Memorias,Inanis Memorias,0,1.99,199,0,0,Action
1033000,Shoot The Zombirds VR,Infinite Dreams,Infinite Dreams,0,4.99,499,0,0,Action
528010,Eternal Return,Pathless Games,Pathless Games,0,9.99,999,0,0,Action
1243530,Tobari 2: Dream Ocean,desunoya,Sekai Project,0,12.99,1299,0,0,Action
869750,Super Chicken Catchers,White Smoke Games,White Smoke Games,0,0.0,0,0,0,Action
1309080,INFINITE GUITARS,Nikko Nikko,Balor Games,0,19.99,1999,0,1,Action
1344430,Kosta Projekt,Dawid Tomanek,Dawid Tomanek,0,1.99,199,0,0,Action
1455650,Facing,Zzwei,Zzwei,0,9.99,999,0,0,Action
407100,Gulf of Aden - Task Force Somalia,BlewScreen,BlewScreen,0,8.99,899,0,0,Action
424040,Fragmental,Ruffian Games,Ruffian Games,0,4.99,499,0,0,Action
2766770,这是一个正方形！（This Is A Square！）,QAVC,QAVC,0,3.99,399,0,0,Action
511250,Cloudbase Prime,Floating Island Games,Floating Island Games,0,9.99,999,0,0,Action
976980,The Great Emu War,Suspicious Box,Suspicious Box,0,0.0,0,0,0,Action
2335590,The Pit,ABGAST,ABGAST,0,4.99,499,0,0,Action
1451880,Color Breakers,deleon,"deleon, Leoful",0,7.99,799,0,0,Action
976930,Groove Gunner,BitCutter Studios Inc.,BitCutter Studios Inc.,0,16.99,1699,0,0,Action
1305390,Gel-Tank,テクノドット,テクノドット,0,19.99,1999,0,0,Action
974390,Metaloid : Origin,RetroRevolution,RetroRevolution,0,6.99,699,0,0,Action
1378370,Fallen Knight,FairPlay Studios Co. Ltd,PQube,0,14.99,1499,0,0,Action
2728190,Rocket Knight Adventures: Re-Sparked,"Limited Run Games, Inc.",KONAMI,0,29.99,2999,0,1,Action
2211110,Brick Odyssey,MacMorgan,MacMorgan,0,11.99,1199,0,1,Action
372970,Cash_Out,Untouch,Untouch,0,4.99,499,0,0,Action
1889770,BALLYGON,Anthony Seeha,Anthony Seeha,0,9.99,999,0,0,Action
2390650,Boomeraxe,SoBad,SoBad,0,1.99,199,0,0,Action
347280,A Quiver of Crows,Sheado.net,Sheado.net,0,14.99,1499,0,0,Action
1267270,Yumeutsutsu Re:Idol,KOGADO STUDIO,KOMODO,0,4.99,499,0,0,Action
305900,Minigame Game,Downcast Games LLC,Downcast Games LLC,0,0.0,0,0,0,Action
556710,Marrow,Fever Dream Gameworks,Fever Dream Gameworks,0,9.99,999,0,0,Action
670720,Stealthscape,Carson Kompon,Carson Kompon,0,0.0,0,0,0,Action
1327810,Moon Raider,Cascadia Games,Cascadia Games,0,9.99,999,0,0,Action
1309940,Lorera,"96Brothers, Miroko, Madnukin",96Brothers,0,0.0,0,0,0,Action
2387950,Kalevania,Jukka Mattila,"Jukka Mattila - ""GamesByMichi""",0,5.99,599,0,0,Action
1049130,SPECIAL FORCE VR: INFINITY WAR,"Dragonfly GF Co., Ltd., Reality MagiQ","Dragonfly GF Co., Ltd.",0,5.99,599,0,0,Action
1919100,Lulu's Temple,Agelvik,Agelvik,0,4.99,499,0,0,Action
686090,Bloodlines of Prima,Amazastrophic,Amazastrophic,0,0.0,0,0,0,Action
1981480,Thrill Penguin,Sylph,Sylph,0,3.99,399,0,0,Action
1465610,World Fighting Soccer 22,Melko Game Club,Melko Game Club,0,4.99,499,0,0,Action
820620,Spooky Ghosts Dot Com,Zertuk,Zertuk,0,4.99,499,0,0,Action
746040,INMATE: Survival,SV Games,SV Games,0,9.99,999,0,0,Action
2540810,Nyran Survivors,Diminished Studios,Diminished Studios,0,6.99,699,0,2,Action
684620,JetX VR,Singularity Lab,SA Industry,0,0.79,499,84,0,Action
1094590,Helvetii,Team KwaKwa,"Team KwaKwa, Red Art Games",0,14.99,1499,0,0,Action
1210490,YesterMorrow,Bitmap Galaxy,"Blowfish Studios, Gamera Games (China), ORENDA (Asia)",0,19.99,1999,0,0,Action
1676050,Beyond The Evil,BlackHawk Games,QUByte Interactive,0,12.99,1299,0,0,Action
1212190,deer hunter II,Sokpop Collective,Sokpop Collective,0,1.49,299,50,0,Action
1222090,Nevaeh,Alpheratz Games,"CFK Co., Ltd.",0,12.99,1299,0,0,Action
523090,Bomb U!,MNGOVR,PITAYA NETWORK LIMITED,0,5.99,599,0,0,Action
2188690,朱鹭子的奇妙冒险,落羽社,落羽社,0,5.99,599,0,0,Action
1122360,Westwood Shadows,RedSoup Studio,RedSoup Studio,0,11.99,1199,0,0,Action
1526930,PolyCore Defense,TorksGame,TorksGame,0,9.99,999,0,0,Action
1818590,You Are A Pilot,GUNTER GAMES,GUNTER GAMES,0,0.99,99,0,0,Action
571430,Drone Hero,Neuston AB,Neuston AB,0,9.99,999,0,0,Action
1102650,Neon City Riders,Mecha Studios,Mecha Studios,0,9.99,999,0,0,Action
2884210,Anzeigen Simulator,SalsaShark Studios,SalsaShark Studios,0,4.99,499,0,0,Action
1823190,A Violent Revelry,Julian Edison,Julian Edison,0,15.99,1599,0,0,Action
609850,Slinger VR,Empyrean,Empyrean,0,14.99,1499,0,0,Action
1247720,Pizza Master VR,Plectrum XR,Plectrum XR,0,8.99,899,0,0,Action
894000,Night of the Blood Moon,Tyler McDermott,Tyler McDermott,0,4.99,499,0,0,Action
1576000,Pain Party,Icehelm,Icehelm,0,4.99,499,0,0,Action
532170,WaveLand,rologfos,rologfos,0,4.99,499,0,0,Action
1086840,Operation Sniff,SoloQ,SoloQ,0,1.99,199,0,0,Action
705100,Marshmallow Melee,TriHelix LLC,TriHelix LLC,0,14.99,1499,0,0,Action
785760,Crumple Zone,OutOfTune,OutOfTune,0,11.99,1199,0,0,Action
1263350,The Company Man,Forust,Forust,0,15.99,1599,0,1,Action
2517770,SWORDCAR,SpaceMicroscope Studios,Rogue Labs,0,4.99,499,0,0,Action
1057600,Booze Masters: Freezing Moonshine,Asmodev,Asmodev,0,14.99,1499,0,0,Action
1198210,Dogworld,Lateralis Heavy Industries,Lateralis Heavy Industries,0,14.99,1499,0,0,Action
261700,Eryi's Action,Xtal Sword,Xtal Sword,0,4.99,499,0,0,Action
250500,Super Amazing Wagon Adventure,sparsevector,sparsevector,0,2.99,299,0,1,Action
3444740,Goo Hunter,Titan Art Games,Titan Art Games,0,2.99,299,0,0,Action
3342190,Lycoris,Miki Games,Miki Games,0,9.99,999,0,0,Action
2440280,Sqwrk,The Voices Games,The Voices Games,0,0.49,99,51,0,Action
2696420,Chronocide,Northerner Games,Northerner Games,0,14.99,1499,0,0,Action
2917960,Angry Universe VR,RottacaStudios,RottacaStudios,0,14.99,1499,0,0,Action
3075760,Gears Unchained: The rise of revolution,AthomicStudios,AthomicStudios,0,1.99,199,0,0,Action
3298230,The Grappler,KO Productions,KO Productions,0,4.99,499,0,0,Action
3385900,Underworld Adventure,Rawi Studio,Rawi Studio,0,199.99,19999,0,0,Action
3599700,Chopper Extractor,Awesome Rockets LLC,Awesome Rockets LLC,0,4.99,499,0,0,Action
2814260,Circuit Thunder,Orboltix®,Orboltix®,0,9.99,999,0,0,Action
3028070,colomoon,inutako,inutako,0,4.99,499,0,0,Action
2559880,Z Ops: DeadZone,Nixorz Games,Nixorz Games,0,15.99,1599,0,0,Action
3270520,Limbo,鱼俞,鱼俞,0,0.99,99,0,0,Action
3376430,Hunter Moonstrike : Ai NPCs version,10nstudio,10nstudio,0,15.99,1599,0,0,Action
3643940,Heroin Hero,JPGames,JPGames,0,9.99,999,0,0,Action
3028610,World of PaintBall,Color Games,Color Games,0,2.99,299,0,0,Action
3149010,Build Up,MPMG Entertainment,MPMG Entertainment,0,4.99,499,0,0,Action
3206600,Artifact Run,Rawi Studio,Rawi Studio,0,199.99,19999,0,0,Action
3341100,SWIFT STRIDERS PARKOUR,kc6067,kc6067,0,0.0,0,0,0,Action
1927170,Dirt Bike Mini Racer,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,0,0.0,0,0,0,Action
3564220,Desktop GOLF,SAT-BOX,SAT-BOX,0,9.99,999,0,0,Action
2940830,Streets of Handbags,Velest,Velest,0,3.99,399,0,0,Action
3232880,Crosshare - Crosshair Overlay,Christian Grothaus,Christian Grothaus,0,3.99,399,0,1,Action
2768440,Résop Paz Yandere True ( Rpyt ) ( R-pyt ) ( Resop Paz ),LEON GAGIN,LEON GAGIN,0,4.99,499,0,0,Action
2718470,Gems Of Evolution,Keep The Engine Games,Keep The Engine Games,0,0.99,99,0,0,Action
3075250,The Haunting Eyes,vivmax,Large Lake Team,0,4.99,499,0,1,Action
3310260,Accolade Sports Collection (QUByte Classics),QUByte Interactive,"QUByte Interactive, Atari",0,19.99,1999,0,0,Action
2948220,MemoryMaze,HMW.games,HMW.games,0,4.99,499,0,0,Action
3441350,Heart: Future Whispers,BaltaRed,BaltaRed,0,3.99,399,0,0,Action
3542350,Grendel's Cave,"Grendel Enterprises, L.L.C.","Grendel Enterprises, L.L.C.",0,6.99,699,0,0,Action
3055000,Hell's Descent,Frosty,Frosty,0,0.0,0,0,0,Action
3382410,Isla de la Muerte,Ashwake Interactive,Ashwake Interactive,0,11.99,1199,0,1,Action
2509800,VersionThree : INVISIBLE RAID,RRR,RRR,0,10.99,1099,0,0,Action
2690870,Rogue Kingdoms,Drac Blau Studio,Drac Blau Studio,0,9.99,999,0,0,Action
2719920,Asylum Nightmares,NecoPlanet,NecoPlanet,0,10.99,1099,0,0,Action
3317530,Knight's Night!,NipoBox,NipoBox Publishing,0,4.99,499,0,0,Action
3564260,We Bowling?!,"Edward Powell, Wondering Fox",Wondering Fox,0,0.99,99,0,0,Action
2377020,Unbroken: The Awakening,MGP Studios,MGP Studios,0,10.99,1099,0,0,Action
1360160,Reavers of New Rome,Renegade Sector Games,Renegade Sector Games,0,14.99,1499,0,0,Action
3376130,Perplex,Cyvana,Cyvana,0,4.99,499,0,0,Action
2295300,Tokyo Waning Moon,Midnight Cupcakes,Midnight Cupcakes,0,3.99,399,0,0,Action
3109270,Good Night Pan Pan,SUZAKU Games,SUZAKU Games,0,3.99,399,0,0,Action
3301260,One Minute,Smu,Smu,0,2.99,299,0,1,Action
3118520,Another Hope,Mamkalo,MKL Studios,0,7.99,799,0,0,Action
1724100,Morbid Inhale,Vokeev,Vokeev,0,9.99,999,0,2,Action
2871540,"No Ticket Back: Craft, Survive & Escape",GameEraStudios,GameEraStudios,0,9.99,999,0,0,Action
2212550,Plains of Havoc,Tiny Island Games,Tiny Island Games,0,8.99,899,0,2,Action
3125270,⁤Square Wars,Gökhan Birçek,Gökhan Birçek,0,4.99,499,0,0,Action
1718300,Fallen Relics,Scope Side,Scope Side,0,6.99,699,0,2,Action
3148790,MiSa,Hero,"Immortal Hero, Immortal Hero",0,4.99,499,0,0,Action
2146490,Swarmcade,Giggles Games,Giggles Games,0,4.99,499,0,0,Action
3358680,Salvage Protocol,"IAmDirt, Dicedbasilisk","IAmDirt, Dicedbasilisk",0,7.99,799,0,0,Action
3116720,Five Nights At Skibidi Toilets,CITADELE,CITADELE,0,0.99,99,0,0,Action
2848740,OverRider,Tension Meow,Tension Meow,0,9.99,999,0,0,Action
1332340,DISORDER,GRUMPY,GRUMPY,0,29.99,2999,0,1,Action
3339350,Spitfire - Moonpie´s Mission,"Sculptyfix, Rennsemmel81",Sculptyfix,0,6.99,699,0,1,Action
1403110,Primeval,Exhibyte,Exhibyte,0,14.99,1499,0,0,Action
2751820,Hypotheses on the Symmetry between Vision and Hands,Finger tip,KAMIICHI DIGITAL,0,1.99,199,0,0,Action
3404410,The New Apartment,Paul Thomas Games,Paul Thomas Games,0,0.99,99,0,0,Action
3137240,Mystical Maritime Adventure,"Ze_Yu, 烟熏渔",Ze_Yu,0,8.99,899,0,1,Action
3365000,Zombies Ate My Femboy,FzzyBzzy,FzzyBzzy,0,0.99,99,0,0,Action
3107890,SNOW BROS. SPECIAL: ANNIVERSARY EDITION,CRT GAMES,"DAEWON MEDIA CO., LTD.",0,29.99,2999,0,0,Action
2396190,While Sleeping,Sangwoon Jin,FLUXJIN,0,4.99,499,0,1,Action
2902580,"Containment Corp, Inc.",Lich & Lily,Lich & Lily,0,6.99,699,0,6,Action
2812120,Clock Rogue,MONO ENTERTAINMENT,Phoenixx Inc.,0,4.99,499,0,2,Action
2347550,Cowboy 3030,Soy Boy Games,Soy Boy Games,0,14.99,1499,0,1,Action
2503950,ION Shift,Electro Soul Games,Electro Soul Games,0,5.99,599,0,0,Action
2626860,Dragon Eclipse,Fardust,Awaken Realms,0,12.99,1299,0,1,Action
2955590,Creepy Shift: Roadside Diner,Night Shift Team,Red Limb Studio,0,6.99,699,0,2,Action
2149630,1 Trait Escape,"Andrew Katz, Jeremy Collette","1 Trait Danger, Matador Records",0,12.99,1299,0,2,Action
2430900,Among Ashes,Rat Cliff Games,Rat Cliff Games,0,14.99,1499,0,0,Action
990890,Desktop Soccer,SAT-BOX,SAT-BOX,0,7.99,799,0,0,Action
1971830,Dragon Kings,AtomicDuck,AtomicDuck,0,4.99,499,0,0,Action
659790,Hero of the Galactic Core,David Krinkel,Deekmare Games,0,4.99,499,0,0,Action
1131690,Xentripetal Force,Aq,Aq,0,0.0,0,0,0,Action
1140350,Shuttlecock-H: Covered Rematch,Inlet Pipe Productions,Inlet Pipe Productions,0,1.99,199,0,0,Action
1618210,Speedbreak Hyperdrive,Speedbreak Studio,Speedbreak Studio,0,14.99,1499,0,0,Action
1940320,Nature's Habit,"Wassem Bata, Tariq Hassan",Wassem Bata,0,1.99,199,0,0,Action
2071020,ボクらの消しゴム落とし 新学期,SAT-BOX,SAT-BOX,0,9.99,999,0,0,Action
2261440,BallZ,Oranje 44,Oranje 44,0,0.99,99,0,0,Action
2291490,City Ambulance Car Driving,"Yusuf Islam Seyhan, Samet Acar",Inspector Studios,0,0.99,99,0,0,Action
2134420,EXTREME BIKE X,SAT-BOX,SAT-BOX,0,9.99,999,0,0,Action
959850,American Patriots: The Swamp Fox,CultSoft Experimental,CultSoft Experimental,0,0.99,99,0,0,Action
1233510,Juice Mania,SurricateSoftware,HH-Games,0,6.99,699,0,0,Action
1051060,Cookie Invaders,Igniting Spark Games,Igniting Spark Games,0,14.99,1499,0,0,Action
1723390,Feline Sweet,Anommymousse,Anommymousse Games Ltd.,0,0.0,0,0,0,Action
2573640,Dashbounce,Delicious Software,Delicious Software,0,6.99,699,0,0,Action
706310,CaveDuel,Hemball Studio,Hemball Studio,0,0.0,0,0,0,Action
2125720,RX Racing 2022 Pro,CaRacing Studio,CaRacing Studio,0,0.0,0,0,0,Action
2372030,Aurendor,Telescope Studios,Telescope Studios,0,1.99,199,0,0,Action
1076950,Sniper Commando Attack,FreezeNova,FreezeNova,0,1.99,199,0,0,Action
1157120,Zombie Season,Nic Schubert,Tonic Games Australia,0,0.0,0,0,0,Action
1479850,Chompy Chomp Chomp Party,Utopian World of Sandwiches,Utopian World of Sandwiches,0,9.99,999,0,0,Action
375000,Icarus-X: Tides of Fire,The Quadsphere,The Quadsphere,0,4.99,499,0,0,Action
778580,Trinity,Maelstrom Rabbit,Maelstrom Rabbit,0,0.0,0,0,0,Action
2438540,Sci-fi builder,Games For Pleasure,Games For Pleasure,0,4.99,999,50,0,Action
849600,Sandbox Showdown,Fistfang,Fistfang,0,1.99,199,0,0,Action
1001660,The Demon Crystal,YMCAT/Regista,Regista,0,9.99,999,0,0,Action
1127530,SKYCAT,MYAOSOFT,MYAOSOFT,0,2.99,299,0,0,Action
1423280,Synthwave Hop,RockSolid Studios,RockSolid Studios,0,5.99,599,0,0,Action
1068350,Battle Life Online,M.G.,M.G.,0,0.0,0,0,0,Action
1737600,Alphabetical Order,PI.NNY,PI.NNY,0,1.99,199,0,0,Action
523940,ZombVR,DonkeyKwon Games,DonkeyKwon Games,0,1.99,199,0,0,Action
2102330,The Reaper Survivors,MK Corporation,MK Corporation,0,1.99,199,0,0,Action
527260,Lurk,Arman Karshenas,Thunderdog,0,4.99,499,0,0,Action
2262990,Manager can be Tough!: Case of the Kidnapped Waitress,One Man Army,Eroge Japan,0,12.99,1299,0,0,Action
1163290,Vortex Attack EX,KaleidoGames,KaleidoGames,0,9.99,999,0,0,Action
1345320,Deep Space Gardening,Nevolane,Nevolane,0,14.99,1499,0,0,Action
513790,DEADLOCK,Skunkape Interactive,Skunkape Interactive,0,2.99,299,0,0,Action
476710,MechaGore,imaginite Ltd,imaginite Ltd,0,1.99,199,0,0,Action
542240,TZOMPANTLI,Deathly Ideas,Deathly Ideas,0,9.99,999,0,1,Action
1236160,The Last Archwing,Archwing Entertainment,Archwing Entertainment,0,4.99,499,0,0,Action
1284050,Dissection,RandomSpin, RandomSpin,0,0.99,99,0,0,Action
1234120,AeternoBlade,"Corecell Technology Co.,Ltd","Corecell Technology Co.,Ltd",0,9.99,999,0,0,Action
1661600,Dead Ink,Offwidth Games Ltd,Offwidth Games Ltd,0,19.99,1999,0,0,Action
2723480,GOI Survivors,Urihimura,Urihimura,0,4.99,499,0,0,Action
539980,Space Cat,ondydev,ondydev,0,4.99,499,0,0,Action
1127730,Animal Up!,FobTi interactive,FobTi interactive,0,2.99,299,0,0,Action
451630,Brute,MGFM,MGFM,0,6.99,699,0,0,Action
882760,Nom Nom Apocalypse,Deadleaf Games,Deadleaf Games,0,5.99,599,0,0,Action
1279480,Thomas Scott,"FreeAnimals_Software, Dnovel", Conglomerate 5,0,3.99,399,0,0,Action
1990820,Z-Warp,"Panda Indie Studio, Eastasiasoft Limited",Eastasiasoft Limited,0,6.99,699,0,0,Action
1207020,FLS,Majao Games,Majao Games,0,0.0,0,0,0,Action
796780,Star Drift,Catze,Catze,0,11.99,1199,0,0,Action
1514880,Zigglox,Giant Rabbit Games,Giant Rabbit Games,0,0.0,0,0,0,Action
1269030,Fred3ric,Forever Entertainment S. A.,Forever Entertainment S. A.,0,9.99,999,0,0,Action
906770,TITAN SLAYER Ⅱ,"COLOPL, Inc.","COLOPL, Inc.",0,29.99,2999,0,0,Action
2697390,Homebrew32,MON Studios LLC,MON Studios LLC,0,4.99,499,0,0,Action
1290110,Ginseng Hero,"Sokpop Collective, Tom van den Boogaart",Sokpop Collective,0,1.49,299,50,0,Action
1222540,Gastova: The Witches of Arkana,MechWolf Productions,MechWolf Productions,0,14.99,1499,0,0,Action
1882600,...Knew the Beginning,Janne,Jokerngesund,0,1.99,199,0,0,Action
961420,Vile,Ardentsquid,Ardentsquid,0,12.99,1299,0,0,Action
1395270,Haiki,Richard Hörnig,Application Systems Heidelberg,0,5.19,1299,60,0,Action
411130,Leviathan: the Cargo — Ongoing series,Lostwood,Lostwood,0,1.99,199,0,0,Action
1041690,Mace and Grace: action fight blood fitness arcade,PlatformaVR,PlatformaVR,0,9.99,999,0,0,Action
262100,Trench Run,Transhuman Design,Transhuman Design,0,3.99,399,0,0,Action
2097620,Dream Knight,Starword Games,Starword Games,0,1.99,199,0,0,Action
2231920,The Kangaroo Conspiracy,Tunermaxx Media GmbH,Tunermaxx Media GmbH,0,1.49,999,85,0,Action
591000,Deep Sixed,"LRDGames, Inc.","LRDGames, Inc.",0,4.99,499,0,0,Action
549850,The Shadows of Pygmalion,propeller,MangaGamer,0,34.99,3499,0,0,Action
1126420,REMOTE LIFE,Next Game Level,Next Game Level,0,0.0,0,0,0,Action
734920,MEANDERS,"ATOMIC BREATH, FraZack","ATOMIC BREATH, FraZack",0,2.99,299,0,0,Action
1069250,Eslander Alpha,Team Titan,Team Titan ,0,9.99,999,0,0,Action
1240220,Eternal Fighters,SKITROW,SKITROW,0,9.99,999,0,0,Action
1578410,Aviano,Tatti,Tatti,0,5.99,599,0,0,Action
2661890,Of Murder and Moonshine,Prestige WWW, Prestige WWW,0,14.99,1499,0,0,Action
503750,SPLASH BLAST PANIC,Team KwaKwa,Digital Smash,0,4.99,499,0,0,Action
748930,Brink of Extinction,Correcture Games AB,Correcture Games AB,0,3.99,399,0,0,Action
1839050,HatMania,Diplopian,Diplopian,0,0.99,99,0,0,Action
454370,Battlecursed,Codex Worlds,Codex Worlds,0,0.0,0,0,0,Action
2618100,Neon Ninja: Pixel Slasher,HapGames,HapGames,0,4.99,499,0,0,Action
2230560,Zombie Squad,Fly & Wing Studio,Fly & Wing Studio,0,1.99,199,0,0,Action
2790180,The Recurrence,Boundless Games,Boundless Games,0,2.99,299,0,0,Action
524650,DANGEROUS DUELS,Sophie Houlden,Sophie Houlden,0,4.99,499,0,0,Action
774121,Super Jet Juck,Dnovel,Conglomerate 5,0,4.99,499,0,0,Action
1208050,Shine's Adventures 3 (Sea Fight),ShineProject,ShineProject,0,2.99,299,0,0,Action
2282200,Echo Storm,Oleg Dzhuraev,Insane Systems,0,6.99,699,0,0,Action
654450,Exorcise The Demons,Midnight Games EIRL,Midnight Games EIRL,0,19.99,1999,0,0,Action
1560130,Joe and the Gun,Dnovel,Conglomerate 5,0,3.99,399,0,0,Action
2079710,Fantôme,"Gloac Games, Gloac",Gloac,0,6.99,699,0,0,Action
2519220,God Within VR,S.Y. Games,S.Y. Games,0,8.99,899,0,0,Action
596090,Gray Destiny,VisualPath,VisualPath,0,39.99,3999,0,1,Action
1080130,QuietMansion2,K App.,K App.,0,3.99,399,0,0,Action
348160,RUMP! - It's a Jump and Rump!,Dedication Labs,Dedication Labs,0,9.99,999,0,0,Action
748520,Tevris,Vice Age,Vice Age,0,0.99,99,0,0,Action
813280,Sky Hawk,Gamenesis,Gamenesis,0,0.0,0,0,0,Action
925600,Afterlifes,Nockdev Entertainment,Nockdev Entertainment,0,17.99,1799,0,0,Action
983340,Waifu Hunter - Secret of Pirates,Anime Games,Anime Games,0,1.99,199,0,0,Action
1678980,Reef Rumble,"Paul Leduc, Maxime Martens",Rhapsodie,0,2.99,299,0,0,Action
2518230,Another World In The Morning,"Three Man, Two Girl","Three Man, Two Girl",0,0.99,99,0,0,Action
1290620,'Member the Alamo? VR EDITION,Blue Collar Games,Blue Collar Games,0,4.99,499,0,0,Action
981670,Agent 9,NoodleGames,NoodleGames,0,0.0,0,0,0,Action
2356530,Landelver,XINGXIAN NET,XINGXIAN NET,0,19.99,1999,0,0,Action
1072050,Core Of Darkness,Storm's Foreshadow,Storm's Foreshadow,0,0.0,0,0,0,Action
625460,Assassination ClassroomVR Balloon Challenge Time/暗殺教室VR バルーンチャレンジの時間,Alpha Code Inc.,SHUEISHA Inc.,0,9.99,999,0,0,Action
876780,Kronorite,NOC-Studios,NOC-Studios,0,11.99,1199,0,0,Action
920820,Skater Cally,VDO Games,VDO Games,0,6.99,699,0,0,Action
2808780,OPERATION TEMPLE,Lieb,Lieb,0,5.99,2999,80,0,Action
656630,Dead of Night,Aaron Cochrane,Aaron Cochrane,0,1.99,199,0,0,Action
1105430,Bandit Point,Mantisbite,Mantisbite,0,9.99,999,0,0,Action
703120,Keeplanet,BigGame Studio,BigGame Publishing,0,0.99,99,0,0,Action
1169110,Super Bout: Champion's Tour,"Strongkid, LLC","Strongkid, LLC",0,1.99,199,0,0,Action
700590,Ghostly Horizon,Bit Nurse,Bit Nurse,0,0.0,0,0,0,Action
649670,ZHUST - THE ILLUSION SOUL,KT Games,KT Games,0,1.99,199,0,0,Action
